;crds_x;crds_y;type;sub_type;d_centre;pop_500;pop_N;f2m_500;f2m_N;child_pct_500;child_pct_N;elderly_pct_500;elderly_pct_N;transport_500;transport_N;metro_500;metro_N;parking_500;parking_N;facility_500;facility_N;hotels_500;hotels_N;schools_500;schools_N;nature_500;nature_N;cluster_R;cluster_CV;mall
1;20,8981249;52,2390132;Restaurant;fast_food;8039,60415983911;6614;37533;109,303797468354;113,729286487102;0,162231629876021;0,13969040577625;0,0988811611732688;0,109663496123411;21690;76274;0;1;40059,0716940144;197344,257606333;0;40;0;2;1;4;0;227878,774865498;0;0;0
2;21,0858217;52,2454761;Restaurant;fast_food;5098,77906523024;11752;61532;125,522932258684;119,702217302817;0,111980939414568;0,115663394656439;0,191797140912185;0,187707209256972;39235;136167;0;0;28539,8826123899;147449,764315045;2;6;1;7;3;22;28364,9864839442;236275,922748525;1;1;0
3;21,0860043;52,2454567;Restaurant;fast_food;5109,92295190055;11728;61674;125,10556621881;119,746312263949;0,112210095497954;0,115770016538574;0,190740109140518;0,187550669650096;39235;141792;0;0;29601,204686517;144767,632551778;2;6;1;7;2;23;30027,3578774254;229520,579244989;1;1;0
4;21,0170115;52,2306698;Restaurant;fast_food;135,772953931605;11038;62613;121,557607386592;123,442295339376;0,0867910853415474;0,0898375736668104;0,215256387026635;0,24121188890486;72581;243990;1;1;35971,4777906832;261767,088273043;68;378;56;119;4;44;11189,225301046;934929,744137963;1;1;0
5;21,014918;52,233128;Restaurant;fast_food;248,10323602585;9708;64453;120,586230402181;124,951137791428;0,0862175525339926;0,08928987013793;0,225381128965801;0,244860596093277;59115;223667;1;1;35600,0991543059;278894,928948321;27;422;51;134;2;44;5658,17567271604;882073,162992261;1;1;0
6;21,0187572;52,2341647;Restaurant;fast_food;442,459473498351;8953;60147;119,651619234544;124,82338429335;0,0903607729252764;0,089929672302858;0,224170669049481;0,244833491279698;43117;221659;1;1;25900,232582768;242544,502409485;143;314;52;121;6;32;36817,129430804;902952,705593651;1;1;0
7;21,094237;52,2436517;Restaurant;fast_food;5591,93477823637;11079;66534;118,779620853081;120,823099900431;0,113548154165538;0,119172152583641;0,178174925534796;0,176315868578471;31808;163840;0;0;45076,5615290957;159559,939850289;0;16;1;8;2;23;1722,66289046662;184708,031925343;1;1;0
8;21,0019452;52,2450813;Restaurant;fast_food;1814,57500963259;10090;71365;131,581363323388;126,995133432997;0,088800792864222;0,0872836824774049;0,276214073339941;0,255097036362363;30078;164553;1;1;30165,5828845553;264785,588392164;64;271;1;97;5;40;134663,605686514;683010,336295569;1;1;0
9;21,0062338;52,2350956;Restaurant;fast_food;762,611508654147;8744;74545;130,956154252509;125,041509433962;0,080512351326624;0,0901871352874103;0,282250686184812;0,24420148903347;24653;272979;1;1;53520,9885467305;294602,255507218;46;409;10;206;2;51;68485,9128627739;490081,306377547;1;1;0
10;21,083697;52,1687503;Restaurant;fast_food;8357,4154069366;2303;15220;118,708452041785;114,729119638826;0,146330872774642;0,176018396846255;0,145896656534954;0,127989487516426;9374;31862;0;0;7040,47673215075;48736,0987650694;4;86;0;2;3;5;72131,7809564635;758384,016387475;1;0;0
11;21,0028098;52,2028862;Restaurant;fast_food;3227,61899871631;7537;56166;123,186259994078;125,511924837389;0,118349475918801;0,10858882598013;0,208836407058511;0,239860413773457;21190;97238;0;1;26887,680999861;190943,004138251;7;61;1;6;4;36;20669,9182367907;1120052,33470938;1;1;0
12;21,0006682;52,2038278;Restaurant;fast_food;3168,88242607579;5945;56042;120,675575352635;125,884723901653;0,140454163162321;0,106455872381428;0,197813288477712;0,241069198101424;16991;90991;0;1;29532,2951771717;198928,968719397;2;61;0;7;4;35;31057,630262089;1123429,20224977;1;0;0
13;21,0090521;52,2188268;Restaurant;fast_food;1404,7344645625;8249;52221;122,765325411828;122,548476454294;0,0921323796823857;0,0948469006721434;0,214571463207662;0,228758545412765;48348;249114;1;1;40774,7888770826;247852,907972899;7;142;5;80;6;37;145983,15530922;939995,146152167;1;1;0
